id,category,idea,seo_impact,business_impact,effort,confidence,score,priority,expected_kpi,kpi_lift_low,kpi_lift_high
B-00201,technical_seo,Refactor redirect chains on footer links for Korean locale with privacy-safe data rules,98,75,46,79,81.75,High,Engaged sessions,0.69,13.86
B-00202,on_page_seo,Expand entity-rich intro copy on contact page for desktop users with weekly monitoring,90,84,44,88,81.7,High,Average ranking position improvement,0.69,8.31
B-00203,technical_seo,Refactor redirect chains on tag pages for conversion pages with anomaly detection,90,72,32,88,81.7,High,Organic clicks,2.08,24.94
B-00204,crawlability,Restrict low-value crawl paths on global navigation for Korean locale with performance budgets,90,82,33,76,81.7,High,LCP (sec) reduction,0.07,1.25
B-00205,crawlability,Create HTML sitemap hub on projects listing for branded queries with rollback plan,91,79,37,82,81.65,High,LCP (sec) reduction,0.07,1.25
B-00206,performance,Enable Brotli compression on internal search for mobile users with owner accountability,94,75,48,93,81.65,High,Qualified lead conversion rate,0.28,5.26
B-00207,performance,Defer non-critical JS on homepage sitewide with weekly monitoring,93,85,43,76,81.65,High,Qualified lead conversion rate,0.28,5.26
B-00208,performance,Split long tasks in interaction paths on about page for English locale with automated QA checks,89,80,38,88,81.65,High,Bounce rate reduction,0.28,7.62
B-00209,on_page_seo,Optimize H1-H2 hierarchy on archive pages for branded queries with accessibility verification,89,81,33,80,81.65,High,Indexed valid pages,0.69,16.62
B-00210,performance,Preload LCP resource on footer links sitewide with privacy-safe data rules,89,87,42,84,81.65,High,Engaged sessions,0.69,13.85
B-00211,performance,Enable Brotli compression on internal search for high-traffic pages with performance budgets,94,81,39,73,81.65,High,Indexed valid pages,0.69,16.62
B-00212,crawlability,Enforce clean faceted navigation on project detail pages sitewide with accessibility verification,88,76,34,91,81.65,High,Average ranking position improvement,0.69,8.31
B-00213,technical_seo,Automate broken-link remediation on structured data blocks for desktop users with quarterly audits,93,84,48,84,81.65,High,Crawl efficiency,1.38,34.62
B-00214,on_page_seo,Rewrite title templates on project detail pages for Korean locale with logging and alerting,90,81,37,82,81.6,High,CTR,0.42,6.23
B-00215,schema,Embed Organization schema on blog/article templates for non-branded queries with quarterly audits,85,79,26,85,81.6,High,Engaged sessions,0.69,13.84
B-00216,technical_seo,Normalize canonical clusters on global navigation for campaign pages with CI guardrails,97,70,38,77,81.6,High,LCP (sec) reduction,0.07,1.25
B-00217,crawlability,Enforce clean faceted navigation on structured data blocks for desktop users with privacy-safe data rules,91,67,29,87,81.6,High,Engaged sessions,0.69,13.84
B-00218,crawlability,Add x-robots-tag policy on internal search for returning users with anomaly detection,87,78,28,83,81.6,High,Engaged sessions,0.69,13.84
B-00219,crawlability,Build log-file crawl monitor on tag pages for informational pages with performance budgets,89,75,35,90,81.55,High,LCP (sec) reduction,0.07,1.25
B-00220,performance,Preload LCP resource on about page for case-study content with weekly monitoring,95,81,44,76,81.55,High,Engaged sessions,0.69,13.84
B-00221,performance,Tune cache-control max-age on contact page for returning users with quarterly audits,94,78,38,75,81.55,High,Impressions,2.77,30.45
B-00222,technical_seo,Normalize canonical clusters on leadership page for case-study content with performance budgets,93,75,44,90,81.55,High,Average ranking position improvement,0.69,8.3
B-00223,technical_seo,Enforce URL parameter handling on contact page for non-branded queries with phased rollout,86,78,33,92,81.5,High,Bounce rate reduction,0.28,7.61
B-00224,crawlability,Audit robots directives by template on video embeds for desktop users with owner accountability,91,79,40,85,81.5,High,Bounce rate reduction,0.28,7.61
B-00225,technical_seo,Refactor redirect chains on about page for returning users with rollback plan,96,72,42,82,81.5,High,Average ranking position improvement,0.69,8.3
B-00226,performance,Preload LCP resource on project detail pages for non-branded queries with automated QA checks,92,89,47,78,81.5,High,LCP (sec) reduction,0.07,1.25
B-00227,on_page_seo,Reduce thin section blocks on internal search for desktop users with anomaly detection,89,83,38,83,81.5,High,Qualified lead conversion rate,0.28,5.26
B-00228,technical_seo,Deploy dynamic XML sitemap partitioning on archive pages for Korean locale with experiment flags,96,82,46,74,81.5,High,Engaged sessions,0.69,13.83
B-00229,technical_seo,Consolidate duplicate slugs on contact page for branded queries with experiment flags,88,81,36,86,81.5,High,Average ranking position improvement,0.69,8.3
B-00230,technical_seo,Consolidate duplicate slugs on image gallery for mobile users with governance documentation,90,79,35,81,81.45,High,Qualified lead conversion rate,0.28,5.26
B-00231,crawlability,Fix soft-404 classification on tag pages for informational pages with phased rollout,93,67,32,84,81.45,High,Crawl efficiency,1.38,34.58
B-00232,technical_seo,Consolidate duplicate slugs on forms sitewide with privacy-safe data rules,96,77,54,91,81.45,High,Engaged sessions,0.69,13.83
B-00233,performance,Reduce third-party script cost on image gallery for desktop users with privacy-safe data rules,90,84,37,77,81.45,High,Indexed valid pages,0.69,16.6
B-00234,crawlability,Add x-robots-tag policy on forms for returning users with owner accountability,94,80,42,77,81.45,High,LCP (sec) reduction,0.07,1.24
B-00235,crawlability,Improve orphan-page discovery on footer links sitewide with owner accountability,92,70,35,87,81.45,High,Crawl efficiency,1.38,34.58
B-00236,technical_seo,Normalize canonical clusters on forms for high-intent queries with quarterly audits,97,67,32,72,81.45,High,Indexed valid pages,0.69,16.6
B-00237,content_strategy,Map content to journey stages on blog/article templates for English locale with anomaly detection,86,90,37,81,81.45,High,CTR,0.41,6.22
B-00238,crawlability,Enforce clean faceted navigation on leadership page for high-intent queries with phased rollout,93,77,34,73,81.4,High,Bounce rate reduction,0.28,7.6
B-00239,technical_seo,Validate canonical parity on archive pages for desktop users using template-level controls,95,80,46,79,81.4,High,Impressions,2.77,30.42
B-00240,on_page_seo,Add FAQ snippets in copy on structured data blocks for branded queries with governance documentation,91,82,45,87,81.4,High,Bounce rate reduction,0.28,7.6
B-00241,crawlability,Build log-file crawl monitor on contact page sitewide with quarterly audits,92,66,32,88,81.4,High,Indexed valid pages,0.69,16.59
B-00242,on_page_seo,Refine internal anchor text on leadership page for case-study content with owner accountability,89,84,38,81,81.4,High,LCP (sec) reduction,0.07,1.24
B-00243,crawlability,Strengthen internal crawl depth on contact page for conversion pages with quarterly audits,92,81,38,76,81.4,High,Indexed valid pages,0.69,16.59
B-00244,semantic_html,Add figure/figcaption patterns on footer links for desktop users with phased rollout,85,75,20,81,81.4,High,CTR,0.41,6.22
B-00245,technical_seo,Consolidate duplicate slugs on download links for high-intent queries with governance documentation,94,75,35,74,81.4,High,Impressions,2.77,30.42
B-00246,performance,Implement responsive image srcset on forms for case-study content with CI guardrails,88,87,48,93,81.35,High,Qualified lead conversion rate,0.28,5.25
B-00247,on_page_seo,Rewrite title templates on internal search for first-time visitors with phased rollout,91,77,38,84,81.35,High,Indexed valid pages,0.69,16.59
B-00248,technical_seo,Deploy dynamic XML sitemap partitioning on footer links for conversion pages with accessibility verification,97,63,39,86,81.35,High,Impressions,2.76,30.41
B-00249,crawlability,Strengthen internal crawl depth on global navigation sitewide with privacy-safe data rules,94,81,45,79,81.35,High,Engaged sessions,0.69,13.82
B-00250,technical_seo,Standardize trailing-slash policy on about page for mobile users with governance documentation,96,72,42,81,81.35,High,Crawl efficiency,1.38,34.55
B-00251,performance,Adopt HTTP/3 delivery on internal search for campaign pages with performance budgets,92,77,35,77,81.35,High,Qualified lead conversion rate,0.28,5.25
B-00252,crawlability,Build log-file crawl monitor on internal search for non-branded queries with logging and alerting,91,82,43,84,81.35,High,Impressions,2.76,30.41
B-00253,performance,Implement responsive image srcset on archive pages for low-traffic pages with performance budgets,88,79,40,93,81.35,High,Indexed valid pages,0.69,16.59
B-00254,technical_seo,Enforce URL parameter handling on project detail pages for low-traffic pages with weekly monitoring,91,71,32,84,81.35,High,Average ranking position improvement,0.69,8.29
B-00255,technical_seo,Consolidate duplicate slugs on about page for campaign pages with weekly monitoring,84,85,35,90,81.3,High,CTR,0.41,6.22
B-00256,on_page_seo,Add FAQ snippets in copy on interactive widgets for conversion pages with accessibility verification,89,70,29,87,81.3,High,Indexed valid pages,0.69,16.58
B-00257,crawlability,Expose updated-lastmod signals on image gallery for informational pages with accessibility verification,94,77,36,72,81.3,High,Bounce rate reduction,0.28,7.6
B-00258,performance,Adopt HTTP/3 delivery on interactive widgets for desktop users with performance budgets,95,78,55,93,81.3,High,Average ranking position improvement,0.69,8.29
B-00259,performance,Preload LCP resource on video embeds for branded queries with phased rollout,92,82,44,82,81.3,High,Bounce rate reduction,0.28,7.6
B-00260,technical_seo,Enforce URL parameter handling on blog/article templates for desktop users with fallback handling,89,84,34,75,81.3,High,Impressions,2.76,30.4
B-00261,performance,Reduce third-party script cost on footer links for high-traffic pages with owner accountability,93,72,37,83,81.3,High,Indexed valid pages,0.69,16.58
B-00262,technical_seo,Implement pagination signals on contact page for case-study content with weekly monitoring,92,71,33,82,81.3,High,Indexed valid pages,0.69,16.58
B-00263,technical_seo,Implement pagination signals on forms for Korean locale with weekly monitoring,83,84,31,89,81.3,High,Crawl efficiency,1.38,34.54
B-00264,technical_seo,Normalize canonical clusters on projects listing for high-traffic pages with rollback plan,89,82,32,75,81.3,High,Impressions,2.76,30.4
B-00265,crawlability,Fix soft-404 classification on image gallery sitewide with phased rollout,84,83,30,86,81.3,High,Average ranking position improvement,0.69,8.29
B-00266,crawlability,Create HTML sitemap hub on archive pages for campaign pages with rollback plan,89,79,29,75,81.3,High,CTR,0.41,6.22
B-00267,crawlability,Add x-robots-tag policy on download links for low-traffic pages with anomaly detection,90,80,33,76,81.3,High,Engaged sessions,0.69,13.82
B-00268,technical_seo,Automate broken-link remediation on projects listing for desktop users with weekly monitoring,92,64,33,91,81.25,High,Average ranking position improvement,0.69,8.29
B-00269,technical_seo,Refactor redirect chains on global navigation for first-time visitors with automated QA checks,95,74,49,90,81.25,High,Average ranking position improvement,0.69,8.29
B-00270,performance,Inline critical CSS on image gallery for first-time visitors with privacy-safe data rules,94,78,44,81,81.25,High,Bounce rate reduction,0.28,7.6
B-00271,on_page_seo,Expand entity-rich intro copy on footer links for conversion pages with rollback plan,83,87,29,82,81.25,High,Bounce rate reduction,0.28,7.6
B-00272,on_page_seo,Optimize H1-H2 hierarchy on homepage for returning users with performance budgets,88,85,33,75,81.25,High,Bounce rate reduction,0.28,7.6
